ROSELY BARROS;22 de julho de 2019;muito bom nota 10;;
cristiane oliveira;28 de agosto de 2019;O aplicativo é bom ,mas pode melhorar;;
Josy Costa;30 de maio de 2019;como cadastrar mais de um cartão?;;
Gabriela Carolina;5 de outubro de 2018;Horrível,não faz nem o mínimo, que é cadastrar o cartão.👎;;
Backup Backup;18 de abril de 2019;o app precisa melhorar a interface, Dá Erro constantemente, Se espelhem em outros apps que tenham uma interface melhor com boas críticas, Quando o pagamento é efetuado demora muito pra atualizar(Para os laçamentos serem lançados)Outros apps os lançamentos são lançados em questões de horas, Até em mi…;;
Junior Gavioes;22 de julho de 2019;Falta o aviso na hora das compras;;
Joselle dos Santos Marcolino da Silva;2 de junho de 2019;e muito bom mas fala que não precisa de internet mas nunca conseguir acessar sem uma rede seja ela móvel ou wi-fi;;
RADIO MULTIVISION;27 de fevereiro de 2019;o aplicativo e otimo pra gerar boleto e outras coisas mais hoje quando fui pagar a fatura o aplicativo nao abriu estava dizendo que o acesso foi bloqueado por favor consertem isso;;
Bruna Camargo;12 de abril de 2019;tento várias vezes add perfil, diz pra mim verificar meus dados sendo que estão todos corretos.. aff melhorem isso!!;;
Douglas dos santos;6 de fevereiro de 2019;Não consigo terminar o cadastro, por favor corrijam logo.;;
Erich Souza;6 de novembro de 2018;Meu Deus do céu, pq a demora de atualizar as compras que fazemos? Assim fica complicado.;;
Carlos Eduardo;4 de fevereiro de 2019;muito ruim esse aplicativo tenho 2 cartões só consigo cadastrar 1 quando vou concluir o outro Fica em análise sempre péssimo.;;
Correa Ramos Rose 16206622;20 de junho de 2019;muito bom tudo de bom;;
Alane Macedo;10 de maio de 2019;o app não está funcionando sempre apresenta erro aff horrível.😪;;
Delcy Alves De Souza;7 de agosto de 2019;eu sou cliente do banco Bradesco derna de 1994 e nunca saí por que eu gosto do atendimento dos foncionarios;;
Gleice Oliveira;26 de julho de 2019;comparado com os outros ele é bem complicado e eu não consigo abrir a fatura detalhada.;;
mariana machado;8 de janeiro de 2019;aparece a mensagem que tem uma nova versao do app, e a mesma não existe e não consigo cadastrar meu perfil;;
Erinaldo de araujo silva Gemios;29 de setembro de 2019;Esse aplicativo é bom;;
Carlos Patrick;12 de agosto de 2019;Muito bom o app;;
Fellippeh Nery;24 de novembro de 2018;Não consigo criar um perfil pois toda hora afirma que meu cartão não está elegível;;
Itamar Souza;12 de agosto de 2019;não identifiquei uma opção de contestação.;;
Nilo Júnior;17 de março de 2019;Não sei onde atualiza em tempo real?!;;
Laryssa Rayane;24 de julho de 2019;É uma ótima ajuda o aplicativo Bradesco;;
francielle silva;27 de julho de 2019;ótimo!! Até o momento não tenho do que reclamar. Estão de parabéns!;;
Luiz Valentim;11 de dezembro de 2018;Ficou péssimo esse App. Agora que cancelei minha conta corrente não consigo cadastrar mais de um cartão de crédito nele. Ligo na Central a atendente diz um caminho que não existe e o finalizar cadastro não funciona, diz que está em análise e em até 24h envia email pra finalizar e nada, não chega nun…;;
Diogo Oliveira;23 de agosto de 2019;O meu App está dando erro horrível como faço pra resolver..;;
Cristina Reinbold;2 de janeiro de 2019;o que adianta um App de cartão de crédito que demora seculos para atualizar os lançamentos?! hoje tudo é online, na hora, o Bradesco esta ainda na era da pedra....;;
Pauliana Dandra;30 de setembro de 2018;Esse app não serve pra nada. Vc cadastra tudo e no final diz que não é possível e pede pra ligar;;
Jai França;8 de julho de 2019;Baixei o app mais não consigo acessar pois diz que a minha conexão não é segura,mais uso outros app sem problemas.;;
Evelyn Gonçalves;30 de setembro de 2018;Gostaria que ele deixasse mais visível e fácil acesso a próximas faturas o valor total, cada lugar que vc clica ele te informa um valor diferente e isso pode te prejudicar no final do mês por ter usado além do que deveria. Acho esse aplicativo muito atrasado, comparado a propaganda que o Bradesco fa…;;
Wallmotta Motta;28 de março de 2019;aplicativo bugou quando vc coloca o número do cartão é senha não continua simplesmente a opção aparece como se estivesse desabilitada;;
Charles Andrade;3 de julho de 2019;Aplicativo muito bom tiro meus extratos e os boletos.;;
Brenda Rafaela;15 de julho de 2019;os boletos poderiam ser gerados pelo aplicativo. outra melhoria seria em vincular a cc com a fatura do cartão e debita-la no vencimento, com autorização previa do cliente claro;;
Vi Ferreira;13 de junho de 2019;O aplicativo é muito simples, poderiam analisar a possibilidade de liberar uma funcionalidade de bloqueios de segurança, para autorizar ou bloquear uma compra que nao seja presencial, outros bancos tem esta funcionalidade.;;
Sildemir Feitosa Santana;21 de setembro de 2019;Falta um cartão Amex;;
Jean Silva;23 de julho de 2019;gostei supre as minhas necessidade;;
raimundo firmino;21 de julho de 2019;Muito bom! Obrigado;;
Agda Santana;29 de julho de 2019;muito bom me ajuda bastante;;
kemille Breezy;4 de fevereiro de 2019;Nunca consigo fazer nada com esse aplicativo.;;
Nina Soares;21 de abril de 2019;como desbloqueio no app coloquei a senha errada e o app tá bloqueado;;
Jéssica Macedo;28 de junho de 2019;Era maravilhoso no início mas agora sempre dá erro e eu não consigo acessar na maioria das vezes !!! Aparece a mensagem dizendo que minha conexão não é segura e que o app será encerrado e não sai disso. Preciso desinstalar quase sempre por falta de funcionamento. RUIM (;;
Joadison Ferreira;9 de agosto de 2019;O app apresenta falhas continuamente: Mostra mensagem de erro, diz que preciso verificar a rede, diz que estou sem conexão... Precisa urgentemente de uma atualização para parar com essa palhaçada. Atenção o setor de suporte técnico do Bradesco: Me ajuda aê!!!!;;
Giane Barreto;18 de fevereiro de 2019;Péssimo, complicado e nos induz ao erro! Desinstalei porque quero ver a fatura com as minhas compras discriminadas!;;
Rosineida Bsouza;4 de outubro de 2018;Não tá abrindo sempre mandando tentar mais tarde;;
Leia Morais;16 de fevereiro de 2019;Este aplicativo não oferece nada que me prometeram na loja. Disseram que minha prestação seria 75 reais com juro, mas se eu pagasse antes teria um abatimento, tudo mentira, só tem juros e mais juros e também não consigo pagar no dia que eu quero, como também não consigo pagar duas faturas no mesmo m…;;
Simone Jacqueline;31 de maio de 2019;Há 3 meses peço a portabilidade do meu salário para outro banco e vcs não o fazem. Por que eu haveria de ficar com um banco que me nega TUDO??? Até um cartão de crédito de limite de 300 reais que eu tinha vcs me tiraram!!!! E toda vez tenho que ir até a agência e a mesma ladainha... Ligam chefes do …;;
Elaine Lino;2 de setembro de 2019;Muito bom obrigada;;
Matheus Silva;25 de julho de 2019;Tem tudo que eu preciso.;;
Larisse Silva;18 de maio de 2019;bom o app, porem tem um tempo que nao consigo acessar, fica dando sistema indisponível, nao consigo acessar nada no app;;
Suellen Celestino;12 de agosto de 2019;Demora dias para aparecer as últimas transações... E quando a fatura fecha não consigo acessar a fatura durante alguns dias também..;;
Juliano Bertoli;10 de agosto de 2019;Não funciona. coloquei pra criar perfil e diz diz não têm conexão. Bradesco sempre deixando o cliente na mão;;
Ygor Siqueira II;6 de abril de 2019;coloquei a senha errada, meu aplicativo bloquiou, como faço pra desbloquear? me passa o numero?;;
Gabriela Nunes;7 de janeiro de 2019;Não consigo fazer o cadastro. Diz que não é possível completar o cadastro e agora ?;;
Wellisson José;24 de agosto de 2019;Otimo super recomendo;;
Gleyson Amaral;8 de outubro de 2019;Precisa melhorar e muito. App trava toda hora, não consigo ver parcelas futuras, não consigo solicitar pagamento e baixar boleto. Péssimo, dá mais dor de cabeça do que ajuda. Só não exclui por ser importante.;;
Sandro Rocha;15 de maio de 2019;Não consigo gerenciar mais que um cartão, gostaria que vocês corrissem esse erro, pois no aplicativo não tem a opção personalizar.;;
paulinhomagalhaestj;14 de agosto de 2019;fácil de usar.. e bem explicado;;
Wilma Maria Do Nascimento;11 de maio de 2019;ate agora e um excelente app;;
Riclenildo Lacerda;29 de abril de 2019;O app é muito defasado em relação aos seus concorrentes, cartão com anuidade cara e sem facilidades para os usuários como antecipação de parcelas por exemplo... o sucesso das fintechs se dá a coisas como essas...;;
Anderson Silva;1 de setembro de 2019;Excelente muito bom;;
Fernanda Santos;5 de janeiro de 2019;Estou a um mês tentando desbloqueio do acesso ao aplicativo bradesco cartoes e nao consigo, mais uma vez solicito o desbloqueio do mesmo. aguardando.!!;;
Antonio C Machado;21 de junho de 2019;Excelente aplicativo, fácil de usar e de acessar pelo smartphone. Recomendo.;;
Lecimara Pereira gomes;28 de janeiro de 2019;Depois da última atualização não consigo acessar a conta.;;
adrilene oliveira;17 de setembro de 2019;Achei super legal!;;
Um usuário do Google;21 de outubro de 2018;Esse aplicativo nem pegando meu celular tá mais;;
Rosana Danzer;15 de abril de 2019;oi instalo o aplicativo e so consigo usar da primeira vez depois nao consigo entrar mais pois consigo colocar a senha para acesso entao tenho que desistalar pra ter acesso novamente. o que estou fazendo errado? pois o aplicativo e otimo mais nao consigo usar.;;
jussier filho;16 de dezembro de 2018;simplesmente não cadastra meu cartão!;;
Fran Sorraine;1 de outubro de 2018;Sempre usei era ótimo agora não consigo acessar mais. Também aparece a msg para entrar em contato com a Central pois tem um erro nos dados. Por favor resolver isso;;
leidiane amaral;9 de maio de 2019;muito bom bem esclarecido;;
Sandra Viana;3 de maio de 2019;É bom este asplicativo!_A única coisa que eu não gostei,é que para finalizar o aplicativo,pra ter todos os recursos disponiveis, eles enviam uma senha que nunca dá certo e sucessivamente.E o problema continua ,senha nenhuma que eles enviam dá para finalizar.😐;;
Patrícia Cavalcante;9 de agosto de 2019;Depois que houve uma atualização não consigo mais abrir o aplicativo sempre diz:Erro, serviço indisponível.Já desinstalei e voltei a instalar.Sera facil de ser resoovido esse problema?Pois o aplicativo facilita muito para mim que tenho uma vida corrida.Obg;;
Ronilda Aguiar;14 de maio de 2019;Cumpre oque promete.;;
Cleo Silva;2 de junho de 2019;Aplicativo ótimo, rápido com as informações;;
Leidiane Ribeiro;15 de maio de 2019;o que está acontecendo com esse App não estou conseguindo abrir, só da erro sistema indisponível 😣😥que raiva, e pra completar a gente liga o dia todo mandando eles enviar a fatura do cartão pelo email e eles falam que já está mandando e não manda 😡😡😡;;
KAROLYN SILVA;6 de fevereiro de 2019;não consigo me cadastrar eu tenho um cartão da C&A toda vez que eu tento da a mesma coisa esta dando pra entra em contato com a central de relacionamento;;
Jackeline Souza;21 de junho de 2019;nao gostei .. nao consigo consultar o meu cartão;;
Um usuário do Google;29 de dezembro de 2018;não consigo fazer o cadastro. Diz bloqueado manda entra em contato com a central de atendimento;;
Cristina Ramos;3 de maio de 2019;está superando minhas expectativas;;
Micheli Silva;10 de junho de 2019;No meu caso o aplicativo esta mostrando um erro e eu nao consigo acessar minha fatura pra poder pagar, funcionou bem por um tempo, mas depois da última atualização nao funcionou mais, agora não sei como faço pra imprimir minha fatura pra pagar em dia, pois se eu ficar esperando chegar rm casa chega …;;
Tassia Lopes;4 de junho de 2019;Não da mais pra ter acesso ao código de pagamento? isso agiliza muito.;;
jessica carolinne;30 de junho de 2019;quero pedir meu cartão e não consigo como é que eu faço;;
Edite Baliza;21 de agosto de 2019;Simples, facil e objetivo;;
Sonny Sena;18 de setembro de 2018;como um banco famoso tem um App ridículo como esse, não funciona, só da erro, um lixo, nem vou desbloquear meu cartão, se o App é assim imagina o atendimento desse banco deve ser horrível;;
Eliane Silva;20 de julho de 2019;Esse aplicativo deixa muito a desejar minha fatura nao chega e priciso pagar todo mes pra imprimir venho aqui nao tem a opçao direta de IMPRIMIR FATURA .;;
Tarcísio Macedo;8 de maio de 2019;Não consigo adicionar meu perfil.O App informa que "não é possível cadastrar com os dados fornecidos".Acreditem, todos os dados estão corretos.;;
Mauro Silva;24 de setembro de 2019;Ele não está atualizado!;;
Um usuário do Google;9 de janeiro de 2019;o aplicativo era ótimo, mas depois dessa atualização não consigo completar a instalação e acessar o app para relaizat as transações.;;
Um usuário do Google;12 de fevereiro de 2019;nao estou conseguindo ver minha fatura e tambem o cod d barras ja tentei varias vezes, e mostra um aviso falando q nao existe fatura para este cartao.sendo q existe e eu quero pagar mais nao consigo.;;
Um usuário do Google;18 de setembro de 2018;Não instale. É perca de tempo. Não presta!;;
Fatima Silva;30 de abril de 2019;gostei,dá pra ver tudo ótimo;;
Tássia Boeno;11 de setembro de 2019;Não é possível acessar boletos e cobraram taxas altíssimas devido ao atraso que é inevitável. Não caiam na besteira de adquirir cartão C&A do Bradesco, uma FURADA. No menu pagamento eles dizem que a senha está incorreta, sendo que pelo telefone e no caixa a senha é aceita.;;
Sonia zastrow costa;30 de maio de 2019;a facilidade é muito grande e ótimo;;
Jose Wagner Machado;10 de abril de 2019;ao inves de entrar com a digital, agora tenho que estar colocando a senha toda vez.;;
Jane Gobyrantos;24 de julho de 2019;Descaso total com os usuários...tem muito que melhorar...Além de ser um banco que cobra juros altíssimos, ainda não tem a capacidade de investir numa plataforma melhor do app... O Bradesco deveria estar num nível bem mais elevado.😐;;
Claudinha Roseno Claudinha;1 de julho de 2019;Não consigo acessar o app. Já desinstalei e instalei e continua do mesmo jeito. Poxa.;;
Tamires Duro;31 de julho de 2019;Estou muito satisfeita foi corrigido meu problema;;
Aline Cleide;13 de junho de 2019;boa tarde! nao estou conseguindo ter acesso ao app , so esta dando erro!;;
Arlete Marques;30 de agosto de 2019;Atendeu tds minhas espectativas.;;
Gabriel gomes;14 de junho de 2019;foi a melhor coisa que eu ja fiz em ter o aplicativo no meu celular;;
Diogo Oliveira;11 de junho de 2019;muito bom de usar e facil;;
Um usuário do Google;6 de maio de 2019;Antes dava pra colocar mais de 2 perfis 😕;;
Luiz Antônio Bastos Cerulli;28 de abril de 2019;Funciona muito bem e é bem prático!;;
jd este sim;31 de julho de 2019;muito bom o app, sempre me ajudando quando eu preciso ainda não me deixou na mão. recomendo.;;
Joel Almeida Junior;6 de agosto de 2019;Atende minhas necessidades.;;
Rafael J.;1 de junho de 2019;bom app só falta iforma a anuidade dos cartões antes de fazer;;
Patricia Souza;23 de agosto de 2019;Não consegui cadastrar o meu cartão,digitei os números,coloquei para digitalizar e nada,horrível.;;
Andreza Santos;15 de maio de 2019;horrível para fazer o cadastro perfil;;
Wallace Pestana melo;19 de junho de 2019;gostei bastante eficiente;;
Layla Nunes;20 de novembro de 2018;Poderia ter a opção para pedir aumento de limite, o app também não tem muitas coisas a se fazer, os lançamentos são muitos superficiais. Às vezes meio confusos.;;
Tiago GYM;13 de dezembro de 2018;Um lixo como todos os aplicativos do Bradesco toda hora trava ou fica sem sistema;;
Um usuário do Google;10 de novembro de 2018;Não consigo criar meu perfil, não entra de jeito nenhum ,coloco os dados certos e do só diz que tá com problemas, pelo que vi nos comentários anteriores eles estão com o mesmo problema é da pra ver que o problema esta no aplicativo e não nos meus dados.arrumem isso por favor;;
Reginaldo Freire de Barros;23 de setembro de 2019;Muito bom parabéns aí;;
Maria Isabel Rodrigues;4 de junho de 2019;Excelente,bastante simples de utilizar.;;
cleudi alves;12 de agosto de 2019;ótimo super recomendo;;
jefferson de Paula;29 de maio de 2019;Ótimo para gerenciar os cartões e planejar compras.;;
ANTONIO JOCINEY MONTEIRO DA SILVA;6 de dezembro de 2018;Consegui fazer o perfil era problema na minha conta... Agora ajeitem esse leitor digital do apk a gente vai entrar no aplicativo pede o leitor digital a gente faz a leitura biometria e nada muda tendo que colocar a senha....;;
Paulo Viana;8 de outubro de 2019;Comecei a usar agora,estou gostando;;
Jonatas Channel;22 de setembro de 2019;Muito confuso! da uma olhada no app do Santander mil vezes melhor .;;
MJ HENRIQUE;13 de agosto de 2019;o aplicativo nao esta funcionando normalmente;;
erenita mirene;5 de maio de 2019;bem explicativo e esclarecedor. resumiu em pouco tempo todas as minhas duvidas;;
Larissa Araújo;3 de outubro de 2019;Gostei app muito bom e pratico;;
Thiago Miller;30 de abril de 2019;Muito bom, super fácil de usar !! eu gostei muito.;;
anderson souza;28 de julho de 2019;muito bom, explicativo e fácil de acompanhar as faturas, super recomendo.;;
Elizabeth Mariano;24 de julho de 2019;MARAVILHOSO, MUITO BOM.;;
Mairla Lima Lima;16 de janeiro de 2019;o App era bom,até começar a forçar a pessoa para atualizar... Aff!;;
Val Docilio;24 de abril de 2019;Parabéns já estou acessando normalmente. obg;;
William Junior;29 de julho de 2019;meu aplicativo não tá criando um perfil, já resetei minha conta e cadastrei de novo, Consigo acessar pelo navegador mais o App nao sai da página do nome e cpf.;;
Andrea Porto;18 de junho de 2019;Não consigo entrar no App. Vem uma mensagem indicando falha e me aconselhando a desinstalar. Espero uma solução. Grata;;
Sol Cruz;20 de fevereiro de 2019;Toda vez que tento me cadastrar no aplicativo ele diz que estou com problemas em meus dados pessoais. Já liguei, reclamei, disseram que estava tudo certo e para tentar de novo, tentei e não consegui, disseram que entrariam em contato comigo e ninguém entrou em contato e já tentei diversas vezes cada…;;
Leila Santos;22 de julho de 2019;O aplicativo é bom, mas nos últimos dias não tem funcionado direito. O meu limite mostra errado: o utilizado somado ao disponível fica bem acima do limite total e não consta o pagamento da fatura,mesmo já tendo feito. Arrumem isso,por favor!;;
Dermeval de Jesus;12 de dezembro de 2018;App horrível. De uns tempos pra cá só decepção. não consigo obter o código de barras para efetuar o pagamento online, por conta disso tenho que ir até a loja. Aplicativos foram criados para nos ajudar e não atrapar. Enfim ...;;
Marcia Maria Maria;17 de julho de 2019;faz dois mês que o app, está com problemas! sempre que vou acessar diz que minha conexão falhou concertem isso que darei mais estrelas!!😡😡😡;;
Fernanda Rodrigues;15 de agosto de 2019;muito bom! gosto bastante;;
Vasni Souza;31 de agosto de 2019;Esse App não funciona num consigo nem me cadastrar;;
Frederico Lima;30 de setembro de 2018;App com problemas, não consigo acessar, sem fala que meus dados estão com problemas;;
Joana Azevedo;3 de março de 2019;Eu tenho mais cartões de lojas bradescard gostaria de saber se há Como eu ver todos eles pelo App? seria ótimo! Mas não vejo essa opção.;;
Laila Freires;5 de outubro de 2019;Nao tou conseguindo cadastra o perfil no aplicativo.;;
Marineide Marques;21 de agosto de 2019;Não estou conseguindo acessar 😑 não consigo ver nada nele;;
Dado Rocha;1 de novembro de 2018;Este app era bom,mais agora não consigo abrir para imprimir a fatura;;
Joana Paula Ribeiro de Oliveira;29 de julho de 2019;muito útil para mim;;
Anderson Moura;30 de julho de 2019;O App é fora de linha comparado ao Nubank, o bradescard é sem dúvidas um dos piores sistemas que já usei, olhem isso pfvr porque o app é vergonhoso não dá para imprimir com facilidade boletos de cartões pois é muito complicado e o atendimento é demorado. nota 0;;
Thiago Camara;20 de abril de 2019;Aplicativo ruim....não me aparece a opção de desbloqueio de cartão e não consigo usar;;
Luís Augusto;25 de agosto de 2019;Muito bom! Um aplicativo excelente, muito aproveitoso pra quem não quer sair de casa.;;
Emerson Ferreira de Souza;9 de outubro de 2019;Muito bom gostei;;
Magny Kennedy;6 de junho de 2019;app muito bom;;
Rita Cassia;7 de maio de 2019;muito bom. bem detalhado parabéns;;
Cleide Falsette;8 de maio de 2019;muito bom. gostei. claro que pode melhorar. abraços;;
Sil Fran;13 de julho de 2019;não consigo fazer meu cadastro no app,coloco os dados e não vai de jeito nenhum;;
Amadeus lucas;18 de junho de 2019;App muito bom;;
Maria Neide;18 de maio de 2019;nao estou conseguindo abrir o app está dizendo que nao tenho conexão segura, estou usando dados moveis e n tenho wifi;;
Ilma Machado;6 de agosto de 2019;precisa atualizar as compras no ato das mesmas.;;
Marcia Martins;26 de agosto de 2019;Muito prático, rápido e extremamente fácil de navegar.;;
Giovani Bertolla;6 de junho de 2019;Não é possível usar o cartão da C&A. Não, não vou mandar e-mail e print alguma. É o trabalho de vocês.;;
Valeria Turchetti;13 de maio de 2019;ótimo bem rapido;;
Anderson Castelo Branci;26 de abril de 2019;Aplicativo não esta disponibilizando a fatura, do mês de Abril, ja liguei pra central e diz que ta normal, mas não está.;;
Franciane Amorim;5 de setembro de 2019;Ta muito bom;;
Willian Teixeira;25 de julho de 2019;Muito bom, até aqui tem me atendido.;;
Leandro;11 de setembro de 2019;Retirei mais uma estrela, pois o detalhamento das despesa e lançamentos futuros não é preciso demora muito para atualizar, o pagamento é feito no dia e depois de quase 10 é atualizado. Atenha a simplicidade, quanto mais simples e detalhado o que gasto, me ajudara nas finanças. Obrigado pela atenção …;;
Isac Serra;9 de dezembro de 2018;Tento fazer o cadastro e diz que meus dados estão com problemas por favor entrem em contato comigo pra concertar;;
Cruzt Mds;6 de agosto de 2019;super recomendo, maravilhoso;;
Silvana Silva;28 de julho de 2019;Funcionava bem agora digito a senha diz que está errada e ainda bloqueou meu acesso.Liguei no fone facil não resolveu nada.;;
Manuel Larios Moreno;29 de maio de 2019;Eu consequi configurar o cartão no app era só ir em configurações do celular e procurar permição para o Bradescard e ativar.;;
Wnicio Dias;26 de julho de 2019;muito bom gostei;;
Glauco Raposo;25 de novembro de 2018;Muito ruin trava na hora de digitar a senha arrumei. mudo minha opinião.;;
Marcelo Ferreira;24 de novembro de 2018;O app era bom mais agora não funciona mais o leitor de impressão digital,será que com tantas avaliações ruins um banco rico como esse não pode melhorar seu app.;;
Jackson Brandao;16 de março de 2019;ótimo, você consegue ver toda a sua fatura detalhada, limite, faturas futuras e etc muito bom mesmo;;
Marinalva Santana;5 de junho de 2019;será que vcs podem mim dizer quem autorizou debto automático em minha conta com fatura de cartão de crédito? att marinalva;;
Marisia Souza;15 de agosto de 2019;muito bom gosto muito do cartão.;;
Carla Patrícia Leão Ferreira;6 de agosto de 2019;Têm resolvido os meus problemas com mas agilidade..;;
Marcio Coelho;24 de dezembro de 2018;vive travando, nunca aparece o código de barras para copiar, muito menos envia a fatura para o e-mail, se não funciona essas opções, porque não retiram do App!!;;
Marcio Roberto;28 de maio de 2019;no aplicativo e nas mensagens falam que tenho um limite de crédito de 1800,mais quando vou passar só da não autorizado, por esse motivo estou dando só uma estrela!!!;;
Xarla apostolos;12 de abril de 2019;aparecia os lançamentos não aparece mais não aparece o valor total a paga . tá muito bagunçado depois que atualizou . demora de mostra o valor que comprou .;;
Rogerio Soares;27 de abril de 2019;uma opção de código de barras para pagamento seria bom, como ter acesso pelo app para quem quer antecipar o pagamento, e está no débito automático,!!!;;
Daniel Silva;6 de junho de 2019;Apos a atualizaçao fica dando erros fica encerrando o aplicativo sozinho por favor resolvam isso!;;
Josuelder Oliveira;1 de setembro de 2019;muito bom gostei muito;;
Alexandre Almeida;27 de agosto de 2019;Boa noite , tenho o cartão das Casas bahia e nao consigo fazer o meu perfil sempre dando erro no numero do cartão depois na senhar , como pode uma empresa desse tamanho deixa que esse tipo de coisa aconteça , difícil viu;;
wagner henrique;26 de dezembro de 2018;o app ta so travando, nao apareçe os numeros na hora que digito e quase nem consigo entrar no app... consertem por favor o app antes era top mais agora...;;
Raquel Guimaraes;1 de dezembro de 2018;Infelizmente perdi meu outro celular e não consigo mais acessar minha conta;;
Laiza Sousa;28 de dezembro de 2018;Nao consigo cadastrar o perfil.;;
Wellington Alves;5 de junho de 2019;Resolve muita coisa rapidamente. ótimo app;;
Reginaldo Barbosa da silva;28 de setembro de 2019;Nossa depois da actualização ta muito dificil. Nao concegui excluir meu perfil porque me pedem para excluir mas o app não mostra nenhum comando para fazê-lo. Aí desbloquearam para eu fazer outro perfil bom tive assesso a mas fico limitado o app pede para completar o cadastro mas de novo não deixa ne…;;
Um usuário do Google;28 de outubro de 2018;O app tá dando erro e não tá aparecendo meus 2 cartões só aparece 1;;
Francisco Xerxenesky;7 de outubro de 2019;Era bom . Mas ultimamente tenho que excluir e incluir o perfil toda hora... Senão dá erro no aplicativos, sem contar que aparece meu cadastro como incompleto sendo que já completei inúmeras vezes...;;
tacila santana;1 de outubro de 2018;Não consegui cadastrar o meu cartão no aplicativo alguém me ajuda?;;
alexandre caldas muniz;14 de junho de 2019;Excelente e prático de usar;;
Leandro;6 de maio de 2019;entra atualização sai atualização e continua ruim o aplicativo poucas horas que está instalado da serviço indisponível daí a gente tem que excluir o perfil e fazer tudo de novo senão não consegue entrar;;
charles silva;30 de julho de 2019;muito bom, recomendo;;
MJC Araujo;19 de agosto de 2019;Útil e necessário;;
Marli da Silva Matos;29 de agosto de 2019;Um aplicativo fácil e que me deixa satisfeita.;;
Josimar Ferreira Da Silva Ferreira Da Silva;26 de agosto de 2019;Adorei o app me oferece tudo que preciso!;;
thiago antonio;3 de dezembro de 2018;Olha o App não cadrastra meu cartão diz : o seu cartão não tem permissão pra acessar esse App.. .fiz a desinstalação e instalei de novo e nada ...poxa😔;;
Tiago Silva;1 de setembro de 2019;Ótimo app muito bom..;;
Lari Gonzaga;3 de janeiro de 2019;Não consigo cadastrar meu cartão, diz que os dados estão errados;;
Tiago Márcio da Silva;26 de julho de 2019;Faltou a opção de alterar a data do vencimento da fatura!;;
Vasiliki Barboza;29 de maio de 2019;Quando vou criar o perfil diz: erro de rede, verifique sua conexão. Só que a internet està funcionando perfeitamejte. Eese app não funciona, estou tentando a dias cadastar e nada!;;
P.H enrique;16 de maio de 2019;não tou gostando do desempenho do APP ,pois coloco a digital para entrar e ele simplesmente dis q senha encoreta ,aí tenho q digitar senha de números E sem falar da lentidão do app para atualizar as informações;;
Paulo Vale;14 de maio de 2019;tenho todos os serviços e cartões em um so lugar;;
Amelia Romano;5 de maio de 2019;Gostei, muito eficaz.;;
Clecio Santos;22 de fevereiro de 2019;tentei cadastrar o meu cartão mas fica aparecendo " verifique os dados informados e digite novamente ou insira um número de cartão elegível " como faço pra eu cadastrar.;;
pedro churrasco;19 de julho de 2019;muito bom eu recomendo;;
Thaís Reis;30 de maio de 2019;Não é útil. Toda hora que vou olhar a fatura do mês, some alguma coisa, não aparece completo. aparece o total a pagar do mês, mas no detalhamento não aparece tudo que foi lançado. Apareceu uma vez, depois apareceu menos, e depois MT abaixo. Não traz a data de encerramento da fatura. Não tem diferenç…;;
monica Mollik;23 de agosto de 2019;Ontem foi pago a fatura do meu cartão de crédito, hoje estou tentando entrar no aplicativo para ver o saldo disponível e não consigo de jeito nenhum,me dá como serviço indisponível.;;
não rola em casa;2 de julho de 2019;muito bom de mais este aplicativo;;
icaro kylderson;21 de junho de 2019;como parcelar meu cartão de credito;;
Lisy Gomez;1 de agosto de 2019;é o pior de todos que ja usei😠 . nao tem opcoes para que possa solucionar o problema . até um simples e-mail eles demoram para da uma resposta, tudo so se resolve se telefonar para o 0800.... nao tem chat online, em fim. para quem vive em um meio competitivo deixa muito a desejar esse aplicativo . …;;
Sócratesoi chcjhutxhxcfgcdhg huij. Alves;25 de maio de 2019;Muito bom e fácil de usat;;
Cíntia Rodrigues;18 de julho de 2019;Pessimo! Voces simplesmente nao deixam eu concluir o cadastro e nao resolve como falaram q iam resolver;;
Um usuário do Google;17 de janeiro de 2019;gostaria que realmente tivesse a opcão de usar mais de um cartão no aplicativo. toda vez que eu tento cadastrar outro cartão no mesmo aparelho, da problema porque ja tem um no meu cpf. baixei o aplicativo em outro aparelho, preenchi o cpf e quando eu pensei que finalmente daria certo, o app recusa o…;;
Ruthe Domingos;21 de maio de 2019;fácil de utilizar.;;
Lene Mendes;24 de setembro de 2019;E muito legal mesmo;;
Brenda Mainara;9 de maio de 2019;péssimo, nao envia a fatura mensal, é esse aplicativo, central de atendimento, whats virtual e site e nem um resolve o problema.;;
Um usuário do Google;29 de janeiro de 2019;o meu aplicativo esta presimo eu não cosingo asseca esse pp mais não quando eu coloco manda eu emtra em contato com a cental eu ja ligei e e não resoveu nada diz a mesma coisa eu todo mes eu pago minha fatura atrasanda;;
josimar francisco;15 de maio de 2019;muito bom recomendo a todos;;
Magda Raquel Guimarães Ferreira;16 de agosto de 2019;muito pratico, apenas podia dar opções de busca da fatura por mes.;;
Paulo Sergio Souza Do Nascimento;23 de novembro de 2018;Pra que um aplicativo que não funciona? Lixo;;
Joao Paulo Guimaraes;20 de maio de 2019;nao faz login;;
Um usuário do Google;22 de outubro de 2018;depois da atualização não consegui mais acessar o aplicativo...;;
Clea Alves;27 de março de 2019;sempre dá serviço indisponível. esse aplicativo é bem inferior se comparado ao Itaú.;;
